"Уникальный идентификатор объявления";"Способ размещения";"Номер объявления на Авито";"Номер телефона";Адрес;"Способ связи";Категория;"Описание объявления";"Ссылки на фото";"Название объявления";Цена;"Вид товара";"Вид объявления";"Тип товара";"Вид запчасти";"Тип детали двигателя";Состояние;Происхождение;Доступность;Производитель;"Номер детали OEM";TypeID;AvitoDateEnd;AvitoStatus;"Название компании";Почта
8076826553;Package;8076826553;;"Ульяновская обл., Ульяновск, Профсоюзная ул., 64А";;"Запчасти и аксессуары";"Двигатель Chery Eastar SQR481FC в наличии
Местоположение: Ульяновская обл., Ульяновск, Профсоюзная ул., 64А";;"Двигатель Chery Eastar SQR481FC в наличии";116100;;;;;;new;;;;;;17.10_26;active;;
8076825465;Package;8076825465;;"Красноярский край, Красноярск, ул. Маерчака, 49А";;"Запчасти и аксессуары";"Двигатель Geely Atlas JLH-3G15TD в наличии
Местоположение: Красноярский край, Красноярск, ул. Маерчака, 49А";;"Двигатель Geely Atlas JLH-3G15TD в наличии";136800;;;;;;new;;;;;;17.10_26;active;;
8076824537;Package;8076824537;;"Удмуртская Республика, Ижевск, Воткинское ш., 202В";;"Запчасти и аксессуары";"Двигатель Geely Emgrand JL4G18 в наличии
Местоположение: Удмуртская Республика, Ижевск, Воткинское ш., 202В";;"Двигатель Geely Emgrand JL4G18 в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
8076824338;Package;8076824338;;"Кемеровская обл. — Кузбасс, Кемеровский г.о., Кемерово";;"Запчасти и аксессуары";"Двигатель кiа Сeratо G4NA в наличии
Местоположение: Кемеровская обл. — Кузбасс, Кемеровский г.о., Кемерово";;"Двигатель кiа Сeratо G4NA в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
8076824092;Package;8076824092;;"Кемеровская обл. — Кузбасс, Кемеровский г.о., Кемерово";;"Запчасти и аксессуары";"Двигатель Нyundаi ix35 G4NA в наличии
Местоположение: Кемеровская обл. — Кузбасс, Кемеровский г.о., Кемерово";;"Двигатель Нyundаi ix35 G4NA в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
8076822019;Package;8076822019;;"Кировская обл., Киров";;"Запчасти и аксессуары";"Двигатель Lifan Solano LF481Q3
Местоположение: Кировская обл., Киров";;"Двигатель Lifan Solano LF481Q3";99000;;;;;;new;;;;;;17.10_26;active;;
8076820802;Package;8076820802;;"Кировская обл., Киров";;"Запчасти и аксессуары";"Двигатель Geely Okavango JLH-3G15TD в наличии
Местоположение: Кировская обл., Киров";;"Двигатель Geely Okavango JLH-3G15TD в наличии";136800;;;;;;new;;;;;;17.10_26;active;;
8076820184;Package;8076820184;;"Ульяновская обл., Ульяновск, Профсоюзная ул., 64А";;"Запчасти и аксессуары";"Двигатель ZAZ Forza SQR477F в наличии
Местоположение: Ульяновская обл., Ульяновск, Профсоюзная ул., 64А";;"Двигатель ZAZ Forza SQR477F в наличии";94500;;;;;;new;;;;;;17.10_26;active;;
8076816293;Package;8076816293;;"Красноярский край, Красноярск, ул. Маерчака, 49А";;"Запчасти и аксессуары";"Двигатель Kia Rio G4FA в наличии
Местоположение: Красноярский край, Красноярск, ул. Маерчака, 49А";;"Двигатель Kia Rio G4FA в наличии";81000;;;;;;new;;;;;;17.10_26;active;;
8076816125;Package;8076816125;;"Омская обл., Омск, 26-я Северная ул., 13Ак4";;"Запчасти и аксессуары";"Двигатель Chery Tiggo SQR481F
Местоположение: Омская обл., Омск, 26-я Северная ул., 13Ак4";;"Двигатель Chery Tiggo SQR481F";116100;;;;;;new;;;;;;17.10_26;active;;
8076815690;Package;8076815690;;"Удмуртская Республика, Ижевск, Воткинское ш., 202В";;"Запчасти и аксессуары";"Двигатель Chery Indis SQR473F
Местоположение: Удмуртская Республика, Ижевск, Воткинское ш., 202В";;"Двигатель Chery Indis SQR473F";94500;;;;;;new;;;;;;17.10_26;active;;
8076815639;Package;8076815639;;"Кемеровская обл. — Кузбасс, Кемеровский г.о., Кемерово";;"Запчасти и аксессуары";"Двигатель Lifan Solano LF481Q3
Местоположение: Кемеровская обл. — Кузбасс, Кемеровский г.о., Кемерово";;"Двигатель Lifan Solano LF481Q3";99000;;;;;;new;;;;;;17.10_26;active;;
8076815562;Package;8076815562;;"Красноярский край, Красноярск, ул. Маерчака, 49А";;"Запчасти и аксессуары";"Двигатель Kia Rondo G4KE в наличии
Местоположение: Красноярский край, Красноярск, ул. Маерчака, 49А";;"Двигатель Kia Rondo G4KE в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
8076815315;Package;8076815315;;"Оренбургская обл., Оренбург, пр. Автоматики, 8А";;"Запчасти и аксессуары";"Двигатель Hyundai ix35 G4KD в наличии
Местоположение: Оренбургская обл., Оренбург, пр. Автоматики, 8А";;"Двигатель Hyundai ix35 G4KD в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
8076814683;Package;8076814683;;"Оренбургская обл., Оренбург, пр. Автоматики, 8А";;"Запчасти и аксессуары";"Двигатель Kia Rio G4ED в наличии
Местоположение: Оренбургская обл., Оренбург, пр. Автоматики, 8А";;"Двигатель Kia Rio G4ED в наличии";108000;;;;;;new;;;;;;17.10_26;active;;
8076814063;Package;8076814063;;"Оренбургская обл., Оренбург, пр. Автоматики, 8А";;"Запчасти и аксессуары";"Двигатель Нyundai Тuсsоn G4NA в наличии
Местоположение: Оренбургская обл., Оренбург, пр. Автоматики, 8А";;"Двигатель Нyundai Тuсsоn G4NA в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
8076813774;Package;8076813774;;"Кемеровская обл. — Кузбасс, Кемеровский г.о., Кемерово";;"Запчасти и аксессуары";"Двигатель Kia Carens G4GC в наличии
Местоположение: Кемеровская обл. — Кузбасс, Кемеровский г.о., Кемерово";;"Двигатель Kia Carens G4GC в наличии";115200;;;;;;new;;;;;;17.10_26;active;;
8076810855;Package;8076810855;;"Кировская обл., Киров";;"Запчасти и аксессуары";"Двигатель Hyundai Santa Fe G4KE в наличии
Местоположение: Кировская обл., Киров";;"Двигатель Hyundai Santa Fe G4KE в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
8076810116;Package;8076810116;;"Кировская обл., Киров";;"Запчасти и аксессуары";"Двигатель Hyundai ix20 G4FC в наличии
Местоположение: Кировская обл., Киров";;"Двигатель Hyundai ix20 G4FC в наличии";81000;;;;;;new;;;;;;17.10_26;active;;
8076807571;Package;8076807571;;"Омская обл., Омск, 26-я Северная ул., 13Ак4";;"Запчасти и аксессуары";"Двигатель Geely MK MR479QA в наличии
Местоположение: Омская обл., Омск, 26-я Северная ул., 13Ак4";;"Двигатель Geely MK MR479QA в наличии";98100;;;;;;new;;;;;;17.10_26;active;;
8076807451;Package;8076807451;;"Оренбургская обл., Оренбург, пр. Автоматики, 8А";;"Запчасти и аксессуары";"Двигатель Hyundai Matrix G4ED
Местоположение: Оренбургская обл., Оренбург, пр. Автоматики, 8А";;"Двигатель Hyundai Matrix G4ED";108000;;;;;;new;;;;;;17.10_26;active;;
8076807443;Package;8076807443;;"Кировская обл., Киров";;"Запчасти и аксессуары";"Двигатель Hyundai Coupe G4GC в наличии
Местоположение: Кировская обл., Киров";;"Двигатель Hyundai Coupe G4GC в наличии";115200;;;;;;new;;;;;;17.10_26;active;;
8076807339;Package;8076807339;;"Кировская обл., Киров";;"Запчасти и аксессуары";"Двигатель Kia Forte G4KE в наличии
Местоположение: Кировская обл., Киров";;"Двигатель Kia Forte G4KE в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
